,Raw name,Mapped name,Guess
4417,automatic software gmbh,,a arnegger gmbh
4418,automatica,,automatica
4419,automation dr nix gmbh  co kg,,a arnegger gmbh
4420,automation steeg und hoffmeyer gmbh,,a arnegger gmbh
4421,automation systems group,,accessdata group inc
4422,automation und messtechnik gmbh,,a arnegger gmbh
4423,automation wr gmbh,,a arnegger gmbh
4424,automatisation et controle du,,a et p  lithos
4425,automatismes centrales hydrauliques,,aai  atlantique automatismes incendie
4426,automatizacin de sistemas,,ãâudea seguridad de la informaciãânsl
4427,automatizacion de maquinaria,,ãâudea seguridad de la informaciãânsl
4428,automic formerly orsyp,,automic formerly orsyp
4429,automic software,,activestate software
4430,automic software sas,,ageo geometres experts sas
4431,automobile club de l ouest,,ãâudea seguridad de la informaciãânsl
4432,automobile club de louest,,ãâudea seguridad de la informaciãânsl
4433,automobiles citroen,,automobiles citroen
4434,automobiles peugeot,,automobiles citroen
4435,automotive center sãdwestfalen,,accessory fulfillment center llc
4436,automotive center suedwestfalen,,accessory fulfillment center llc
4437,autonomy group limited,,a  t stationers private limited
4438,autopflege  reifen tamms,,autopflege  reifen tamms
4439,autoprima sa,,a foubert visserie sa
4440,autoprima sa,,a foubert visserie sa
4441,autoreinigungsservice,,autoreinigungsservice
4442,autoridad portuaria de sevilla,,ãâudea seguridad de la informaciãânsl
4443,autoridade de aviacao civil macau,,ãâudea seguridad de la informaciãânsl
4444,autoritum,,autoritum
4445,autoroutes du sud de la france,,ãâudea seguridad de la informaciãânsl
4446,autos el mundo sa,,a foubert visserie sa
4447,autos el mundo sa,,a foubert visserie sa
4448,autos el mundo sa,,a foubert visserie sa
4449,autosattlerei augsburg gmbh,,a arnegger gmbh
4450,autosattlereipolstereisticke,,autosattlereipolstereisticke
4451,autoscan limited,,a  t stationers private limited
4452,autoscan ltd,,a  d environmental services ltd
4453,autosound  security services,,a  d environmental services ltd
4454,autotecno industrial trading center,,abbey industrial solutions ltd
4455,autoteile streb gmbh,,a arnegger gmbh
4456,autoteilereese gmbh,,a arnegger gmbh
4457,autotransporte turistico andal,,autotransporte turistico andal
4458,autotransporte turistico andalucia,,auto transporte turistico sl
4459,autotrol corporation,,aai corporation
4460,autoverleih hartmann,,autoverleih hartmann
4461,autovermietung plaschka,,autohaus plaschka kg
4462,autovision zeitarbeit,,autovision zeitarbeit
4463,autozentrum auge gmbh,,a arnegger gmbh
4464,autrement dit,,autrement dit
4465,autz  herrmann,,ahrens herrmann consulting
4466,auvesy gmbh,,a arnegger gmbh
4467,auvico  vse,,auvico  vse
4468,auvsi,,auvsi
4469,auximat limited,,a  t stationers private limited
4470,auximat ltd,,a  d environmental services ltd
4471,auxitec industrie,,acrodur industrie
4472,auxitrol sa,,a foubert visserie sa
4473,av bersetzungs und dolmetschservice,,a millitzer brandschutz und
4474,av2 group,,accessdata group inc
4475,ava,,ava
4476,ava france,,abb france
4477,avaless ug,,atmkonzept ug
4478,avant  aval,,avant  aval
4479,avantage aquitaine,,aquitaine
4480,avantax,,avantax
4481,avantek soliciones plm sl,,accesos normalizados sl
4482,avantek soluciones plm sl,,accesos normalizados sl
4483,avantel,,avantel
4484,avantgarde experts gmbh,,a arnegger gmbh
4485,avantgarde sales  marketing,,agilent technologies sales
4486,avanti business machines limited,,a  t stationers private limited
4487,avanti liftsysteme,,avanti business machines limited
4488,avantiliftsysteme,,avantiliftsysteme
4489,avantis,,avantis
4490,avantis concept,,abg concept
4491,avantis technology,,aaa dornier technology co ltd
4492,avanttic consultoria tecnologi,,avanttic consultoria tecnologi
4493,avanzo,,avanzo
4494,avanzo learning progress,,avanzo
4495,avanzo learning progress sa,,a foubert visserie sa
4496,avanzo learning progress sa,,a foubert visserie sa
4497,avasant,,avasant
4498,avasant llc,,aa calibration services llc
4499,avascent,,avascent
4500,avascent group,,accessdata group inc
4501,avb akku vertrieb bremen,,adfc radstation bremen gmbh
4502,avbase systems inc,,a and m portable inc
4503,avbase systems inc,,a and m portable inc
4504,avc digital limited,,a  t stationers private limited
4505,avcom gmbh,,a arnegger gmbh
4506,avcon group australia pty,,accessdata group inc
4507,avcon group australia pty ltd,,a  d environmental services ltd
4508,avdef,,avdef
4509,avdel deutschland gmbh,,a arnegger gmbh
4510,avdel france sas,,ageo geometres experts sas
4511,avdel verbindungselemente gmbh,,a arnegger gmbh
4512,avencar link sl,,accesos normalizados sl
4513,avencis,,avencis
4514,avencod,,avencod
4515,avencore,,avencore
4516,avencore gmbh,,a arnegger gmbh
4517,avenir apei etp les courlis,,adapei les papillons blancs
4518,avenir deconstruction,,avenir apei etp les courlis
4519,avenir formation,,a2com formation
4520,avenir transports,,avenir apei etp les courlis
4521,avenium consulting,,a a z consulting
4522,avenso gmbh,,a arnegger gmbh
4523,aventics gmbh,,a arnegger gmbh
4524,aventon gmbh,,a arnegger gmbh
4525,aventri,,aventri
4526,aventri inc,,a and m portable inc
4527,aventri inc,,a and m portable inc
4528,aventri inc,,a and m portable inc
4529,aventurin coaching,,acp coaching
4530,aveo engineering group sro,,accessdata group inc
4531,avepoint,,avepoint
4532,averna hardware systems inc,,a and m portable inc
4533,avery dennison deutschland gmbh,,a arnegger gmbh
4534,avery weigh tronix,,avery dennison deutschland gmbh
4535,avery weightronix,,avery dennison deutschland gmbh
4536,averys,,averys
4537,avetta llc,,aa calibration services llc
4538,avez csmo,,avez csmo
4539,avf,,avf
4540,avg abfallverwertungsgesellschaft,,avg abfallverwertungsgesellschaft
4541,avg auto vertrieb gmbh,,a arnegger gmbh
4542,avgp sas,,ageo geometres experts sas
4543,avia  gesellschaft der,,aippi  deutsche landesgruppe der aippi
4544,avia partner nantes atlantique,,aai  atlantique automatismes incendie
4545,aviabelt bremen ev,,aba ev arbeitsgemeinschaft
4546,aviaciondigital slu,,ab servicos selecta espana slu
4547,aviacomp sas,,ageo geometres experts sas
4548,aviall,,aviall
4549,avian media,,a2b global media
4550,avian media india,,a2b global media
4551,avian media pvt ltd,,a  d environmental services ltd
4552,avianca,,avianca
4553,aviapartner,,aviapartner
4554,aviapartner sevilla sa,,a foubert visserie sa
4555,aviasalon company ltd,,a  d environmental services ltd
4556,aviaspace bremen ev,,aba ev arbeitsgemeinschaft
4557,aviat networks,,alturna networks nv
4558,aviat networks france,,abb france
4559,aviatec,,aviatec
4560,aviatec global aviation,,a r global services consultants
4561,aviatic verlag gmbh,,a arnegger gmbh
4562,aviator robotics ab,,ab engineering mechanical service division limited
4563,aviatube sas,,ageo geometres experts sas
4564,avibank mfg inc,,a and m portable inc
4565,avic chengfei commercial,,avic chengfei commercial
4566,avic composite corporation ltd,,a  d environmental services ltd
4567,avic composite corporationbeijing,,avic chengfei commercial
4568,avic haas chemical tianjin coltd,,avic chengfei commercial
4569,avic international holding corp,,a mai international
4570,avidex industries llc,,aa calibration services llc
4571,avie einhornapotheke,,avie einhornapotheke
4572,avielec,,avielec
4573,aviem international inc,,a and m portable inc
4574,avienco,,avienco
4575,avienco  consulting,,a a z consulting
4576,avienco consulting  engineering,,a a z consulting
4577,avienco consultingengineering services gmbh,,a arnegger gmbh
4578,avination inc,,a and m portable inc
4579,avinco ltd,,a  d environmental services ltd
4580,avintia proyectos y construcciones,,abrasivos y maquinaria sa
4581,avio diepen,,avio diepen
4582,aviohelitronics,,aviohelitronics
4583,avionic design service gmbh,,a arnegger gmbh
4584,avionic instruments inc,,a and m portable inc
4585,avionic service srlgmbh,,ab engineering mechanical service division limited
4586,avionics  electronics,,advanced electronics company l
4587,avionics instruments inc,,a and m portable inc
4588,avionik plus gmbh,,a arnegger gmbh
4589,avionik straubing entwicklungs gmbh,,a arnegger gmbh
4590,avionik straubing vertriebs,,ade vertriebs gmbh
4591,avioparts sl,,accesos normalizados sl
4592,avioparts sl,,accesos normalizados sl
4593,aviotech gmbh,,a arnegger gmbh
4594,aviron toulousain,,aviron toulousain
4595,avis,,avis
4596,avis budget deutschland gmbhcokg,,aebi schmidt deutschland gmbh
4597,avis budget rent a car ltd,,a  d environmental services ltd
4598,avis location de voitures,,ãâudea seguridad de la informaciãânsl
4599,avis rental car systems inc,,a and m portable inc
4600,avis tcl,,avis
4601,avista,,avista
4602,avistadrone,,avistadrone
4603,avistadrone sl,,accesos normalizados sl
4604,avisto telecom,,a novo telecom services
4605,avitas,,avitas
4606,avitecture inc,,a and m portable inc
4607,aviva health uk ltd,,a  d environmental services ltd
4608,aviva healthcare uk ltd,,a  d environmental services ltd
4609,aviva life  pensions uk ltd,,a  d environmental services ltd
4610,avizo bretagne demenagements,,acap demenagements
4611,avk industrievereinigung,,avk industrievereinigung
4612,avk tv,,avk industrievereinigung
4613,avktv gmbh,,a arnegger gmbh
4614,avl list gmbh,,a arnegger gmbh
4615,avl schrick gmbh,,a arnegger gmbh
4616,avm logiciels,,accon avm
4617,avm schmelter gmbh  cokg,,a arnegger gmbh
4618,avmevent gmbh,,a arnegger gmbh
4619,avnet,,avnet
4620,avnet abacus,,avnet
4621,avnet emg gmbh,,a arnegger gmbh
4622,avnet europe commva,,aapg europe trading ltd
4623,avnet silica,,avnet
4624,avnir engineering,,ab engineering mechanical service division limited
4625,avocat ludovic de villele,,ãâudea seguridad de la informaciãânsl
4626,avocat patrice grieumard,,alefeld avocat  rechtsanwalt
4627,avocats f fabiani m lucthale,,a2f advanced advisor for the f
4628,avocats f fabiani m lucthale,,a2f advanced advisor for the f
4629,avocent deutschland gmbh,,a arnegger gmbh
4630,avoira limited,,a  t stationers private limited
4631,avoira ltd,,a  d environmental services ltd
4632,avolution uk ltd,,a  d environmental services ltd
4633,avolution uk ltd,,a  d environmental services ltd
4634,avolution uk ltd,,a  d environmental services ltd
4635,avon displays,,avon displays
4636,avon displays ltd,,a  d environmental services ltd
4637,avon dynamic calibration ltd,,a  d environmental services ltd
4638,avon gorge hotel,,ao hotel and hostel
4639,avon occupational safety and health,,a and m portable inc
4640,avon services,,a  d environmental services ltd
4641,avon valley precision engineering,,ab engineering mechanical service division limited
4642,avondynamic calibration,,aa calibration services llc
4643,avono aktiengesellschaft,,agt  aktiengesellschaft fãr telekommunikation
4644,avoptics,,avoptics
4645,avoptics ltd,,a  d environmental services ltd
4646,avox systems inc,,a and m portable inc
4647,avrul,,avrul
4648,avs ahlheim,,avs ahlheim
4649,avs roemer gmbh,,a arnegger gmbh
4650,avt europe nv,,aapg europe trading ltd
4651,avtek solutions ltd,,a  d environmental services ltd
4652,avtrade limited,,a  t stationers private limited
4653,avtrade ltd,,a  d environmental services ltd
4654,avure technologies ab,,a2f technologies
4655,avus services gmbh,,a arnegger gmbh
4656,avv arbeitsbãhnenvertriebs und vermietungs gmbh,,a arnegger gmbh
4657,avv arbeitsbuehnenvertrieb,,avv arbeitsbãhnenvertriebs und vermietungs gmbh
4658,avv arbeitsbuehnenvertriebs und vermietungs gmbh,,a arnegger gmbh
4659,avvisio,,avvisio
4660,avx,,avx
4661,avx electronics technology ltd,,a  d environmental services ltd
4662,aw  f technical concepts gmbh,,a arnegger gmbh
4663,aw niemeyer gmbh,,a arnegger gmbh
4664,awa aussenwirtschaftsakademie,,aussenwirtschaftsakademie gmbh
4665,awa aussenwirtschaftsakademie gmbh,,a arnegger gmbh
4666,awb steuerberatungsgesellschaft,,awb steuerberatungsgesellschaft
4667,awerner gmbh,,a arnegger gmbh
4668,awg  abfallwirtschaftsgesellschaft,,awg  abfallwirtschaftsgesellschaft
4669,awg abfallwirtschaftsgesellschaft,,awg  abfallwirtschaftsgesellschaft
4670,awg fittings gmbh,,a arnegger gmbh
4671,awg gmbh,,a arnegger gmbh
4672,awi eberlein gmbh,,a arnegger gmbh
4673,awi maschinenbau,,almatec maschinenbau gmbh
4674,awi montagen gmbh,,a arnegger gmbh
4675,awi willi eberlein gmbh,,a arnegger gmbh
4676,awo arbeiterwohlfahrt,,awo arbeiterwohlfahrt
4677,awo service gmbh,,a arnegger gmbh
4678,awr lloyd consulting ltd,,a  d environmental services ltd
4679,awraplac oy,,ab solving oy
4680,aws,,aws
4681,aws  agency walker services,,a  d environmental services ltd
4682,aws flurfãrdertechnik,,aws
4683,aws flurfoerdertechnik,,aws
4684,aws gastronomie gmbh,,a arnegger gmbh
4685,awv arbeitgeber und wirtschaftsverband,,a millitzer brandschutz und
4686,awv arbeitgeber und wirtschaftsverband,,a millitzer brandschutz und
4687,ax,,ax
4688,axa,,axa
4689,axa general insurance,,axa
4690,axa icas ltd,,a  d environmental services ltd
4691,axa matrix risk consultants,,active risk group
4692,axa tianping property  casualty,,axa
4693,axaentwicklungs und maschinen gmbh,,a arnegger gmbh
4694,axaly,,axaly
4695,axata,,axata
4696,axata consulting gmbh,,a arnegger gmbh
4697,axcelasia taxand sdn bhd,,adl creative resources sdn bhd
4698,axe,,axe
4699,axe metal,,all metal services limited
4700,axe sud,,acces matic sud
4701,axe sud sarl,,abadie aluminium sarl
4702,axegide,,axegide
4703,axel dreyer,,axel dreyer
4704,axel janzen,,axel dreyer
4705,axel schiele,,axel dreyer
4706,axel springer,,axel dreyer
4707,axel springer ag,,aaronia ag
4708,axell wireless ltd,,a  d environmental services ltd
4709,axellence gmbh,,a arnegger gmbh
4710,axeo,,axeo
4711,axeo fm,,apleona hsg fm as
4712,axeofm  planet dao,,axeofm  planet dao
4713,axesor  actividades de la bahia 2000 sl,,ãâudea seguridad de la informaciãânsl
4714,axess omt,,axess omt
4715,axess tmc srl,,aea srl
4716,axess tmc srl,,aea srl
4717,axialease,,axialease
4718,axians,,axians
4719,axians ewaste gmbh,,a arnegger gmbh
4720,axians it solutions gmbh,,a arnegger gmbh
4721,axians mobile midipyrenees,,axians
4722,axians systelcom sas,,ageo geometres experts sas
4723,axica kongressund tagungszentrum g,,axica kongressund tagungszentrum g
4724,axillium consulting ltd,,a  d environmental services ltd
4725,axima,,axima
4726,axima cofely,,axima
4727,axima concept,,abg concept
4728,axima concept sa,,a foubert visserie sa
4729,axima refrigeration,,axima
4730,axima refrigeration france,,abb france
4731,axima seitha,,axima
4732,aximum,,aximum
4733,axing,,axing
4734,axinom gmbh,,a arnegger gmbh
4735,axinum,,axinum
4736,axiom groupe,,adecco groupe
4737,axiom manufacturing services,,a  d environmental services ltd
4738,axiom materials inc,,a and m portable inc
4739,axiom tubes,,axiom groupe
4740,axiome,,axiome
4741,axiome industrie,,acrodur industrie
4742,axiome sas,,ageo geometres experts sas
4743,axion 4d,,axion 4d
4744,axis,,axis
4745,axis  co,,ae logistik gmbh  co kg
4746,axis cleaning  support services,,a  d environmental services ltd
4747,axis fire  security services ltd,,a  d environmental services ltd
4748,axis mechanical engineering design,,ab engineering mechanical service division limited
4749,axis ped limited,,a  t stationers private limited
4750,axis ped ltd,,a  d environmental services ltd
4751,axisco,,axisco
4752,axiscades,,axiscades
4753,axiscades  studec,,axiscades
4754,axiscades engineering tech ltd,,a  d environmental services ltd
4755,axiscades engineering technologies,,a2f technologies
4756,axiscades engineering technologies limited,,a  t stationers private limited
4757,axiscades gmbh,,a arnegger gmbh
4758,axiscades inc,,a and m portable inc
4759,axit gmbh,,a arnegger gmbh
4760,axivion,,axivion
4761,axivion gmbh,,a arnegger gmbh
4762,axmann geoinformation gmbh,,a arnegger gmbh
4763,axon active ag,,aaronia ag
4764,axon cable,,axon active ag
4765,axon cable sas,,ageo geometres experts sas
4766,axon ivy,,axon active ag
4767,axon ivy ag,,aaronia ag
4768,axon kabel gmbh,,a arnegger gmbh
4769,axon solutions ltd,,a  d environmental services ltd
4770,axone,,axone
4771,axone_1,,axone_1
4772,axonic informationssysteme gmb,,axonic informationssysteme gmb
4773,axonic informationssysteme gmbh,,a arnegger gmbh
4774,axpo,,axpo
4775,axpo trading ag,,aaronia ag
4776,axpo uk limited,,a  t stationers private limited
4777,axpo uk ltd,,a  d environmental services ltd
4778,axsens,,axsens
4779,axsens bte,,axsens
4780,axsens et bte consulting services,,a  d environmental services ltd
4781,axsensbte,,axsensbte
4782,axtrad,,axtrad
4783,axway,,axway
4784,axway gmbh,,a arnegger gmbh
4785,axway software,,activestate software
4786,axway software group compagny,,accessdata group inc
4787,axway uk,,a e petsche uk limited
4788,axxo,,axxo
4789,ayekah,,ayekah
4790,ayesa,,ayesa
4791,ayesa advanced technologies sa,,a foubert visserie sa
